diagram_id,unit_filename,local_order,alt_text_id,provenance
"chapter2-unit-026-d009","chapter2-unit-026.tex",9,"Diagram kategori: X → \overline{X}; X ↠ X/Y; \overline{X} ↠ \overline{X}/\overline{Y}; X/Y → \overline{X}/\overline{Y} (\sim).","id-ID/chapter2-unit-026.tex:308; tikzcd mandiri"
"chapter2-unit-026-d010","chapter2-unit-026.tex",10,"Diagram kategori: Y ↪ Y+Z; Y ↠ Y/(Y \cap Z); Y+Z ↠ (Y+Z)/Z; Y/(Y \cap Z) → (Y+Z)/Z (\sim).","id-ID/chapter2-unit-026.tex:319; tikzcd mandiri"
"chapter2-unit-026-d011","chapter2-unit-026.tex",11,"Diagram eksak: 0 → Z; Z → Y; Z → Z; Y → Y/Z; Y ↪ X; Y/Z → \overline{X} (\exists!); Y/Z → 0; Z → X; serta 2 panah lain.","id-ID/chapter2-unit-026.tex:334; tikzcd mandiri"
"chapter2-unit-026-d012","chapter2-unit-026.tex",12,"Diagram kategori dengan persegi bertanda \Box: Y → \overline{Y}; Y ↪ X; \overline{Y} ↪ \overline{X} .; X → \overline{X} . (\pi); satu persegi diberi tanda \Box.","id-ID/chapter2-unit-026.tex:361; tikzcd mandiri"
"chapter2-unit-026-d013","chapter2-unit-026.tex",13,"Diagram komutatif: 0 → Y \cap Z; Y \cap Z → Y; Y \cap Z ↪ Z; Y ↪ Y+Z; Y → Y/(Y \cap Z); Y/(Y \cap Z) → 0; Y/(Y \cap Z) → (Y+Z)/Z (\exists! \theta); 0 → Z; serta 3 panah lain.","id-ID/chapter2-unit-026.tex:378; tikzcd mandiri"
"chapter2-unit-026-d014","chapter2-unit-026.tex",14,"Diagram komutatif: \Ker(g') ↪ W; \Ker(g') → \Ker(g) (k); W → Y (g'); W → X (f'); Y → Z (f); Y ↠ \Coker(g'); \Coker(g') → \Coker(g) (c); \Ker(g) ↪ X; serta 2 panah lain.","id-ID/chapter2-unit-026.tex:393; tikzcd mandiri"
"chapter2-unit-026-d015","chapter2-unit-026.tex",15,"Diagram kategori dengan persegi bertanda \Box: W → X (f'); W → \Image(g) \dtimes{Z} Y; \Image(g) \dtimes{Z} Y → Y (g''); \Image(g) \dtimes{Z} Y → \Image(g); Y → Z (f); X ↠ \Image(g); \Image(g) ↪ Z; satu persegi diberi tanda \Box.","id-ID/chapter2-unit-026.tex:412; tikzcd mandiri"
"chapter2-unit-026-d016","chapter2-unit-026.tex",16,"Diagram komutatif: B \oplus C → X ((\iota_B, \iota_C)); A \oplus C → X ((\iota_A, \iota_C)); A \oplus C → B \oplus C ((\alpha, \identity_C)).","id-ID/chapter2-unit-026.tex:452; tikzcd mandiri"
"chapter2-unit-028-d001","chapter2-unit-028.tex",1,"Diagram komutatif: F \Ker(f) }""'] ↪ FX; F \Ker(f) }""'] → \Ker F(f); \Ker F(f) ↪ FX.","id-ID/chapter2-unit-028.tex:22; tikzcd mandiri"
"chapter2-unit-028-d002","chapter2-unit-028.tex",2,"Diagram komutatif: \Coker F(f) → F \Coker(f); FY }""'] . ↠ \Coker F(f); FY }""'] . ↠ F \Coker(f).","id-ID/chapter2-unit-028.tex:25; tikzcd mandiri"
"chapter2-unit-028-d003","chapter2-unit-028.tex",3,"Diagram eksak: 0 → \Ker(d^n); \Ker(d^n) → X^n (\iota^n); X^n → \Ker(d^{n+1}) (\mathbf{d}^n); \Ker(d^{n+1}) → 0.","id-ID/chapter2-unit-028.tex:115; tikzcd mandiri"
"chapter2-unit-028-d004","chapter2-unit-028.tex",4,"Diagram kategori: F: \mathcal{A} → \mathcal{B} :G .; \mathcal{B} :G . → F: \mathcal{A}.","id-ID/chapter2-unit-028.tex:188; tikzcd mandiri"
"chapter2-unit-028-d005","chapter2-unit-028.tex",5,"Diagram kategori: \varinjlim : \mathcal{A}^I → \mathcal{A}: \Delta .; \mathcal{A}: \Delta . → \varinjlim : \mathcal{A}^I.","id-ID/chapter2-unit-028.tex:217; tikzcd mandiri"
"chapter2-unit-028-d006","chapter2-unit-028.tex",6,"Diagram kategori: R\dcate{Mod} → S\dcate{Mod} (S \dotimes{R} (\cdot)); R\dcate{Mod} → S\dcate{Mod} (\Hom_R({}_R S, \cdot)); S\dcate{Mod} → R\dcate{Mod} ( {}_{R \to S} \mathcal{F} ).","id-ID/chapter2-unit-028.tex:232; tikzcd mandiri"
"chapter2-unit-028-d007","chapter2-unit-028.tex",7,"Diagram komutatif: P → X; P → Y (\exists); Y → X (g); X → 0.","id-ID/chapter2-unit-028.tex:414; tikzcd mandiri"
"chapter2-unit-028-d008","chapter2-unit-028.tex",8,"Diagram komutatif: 0 → X; X → Y (f); X → I; Y → I (\exists).","id-ID/chapter2-unit-028.tex:424; tikzcd mandiri"
"chapter2-unit-028-d009","chapter2-unit-028.tex",9,"Diagram komutatif: 0 → X'; X' → X (f); X' → X' (\identity_{X'}); X → X' (\exists r).","id-ID/chapter2-unit-028.tex:443; tikzcd mandiri"
"chapter2-unit-028-d010","chapter2-unit-028.tex",10,"Diagram kategori: T → T (\identity_T); T → T (0).","id-ID/chapter2-unit-028.tex:503; tikzcd mandiri"
"chapter2-unit-028-d011","chapter2-unit-028.tex",11,"Diagram kategori: \mathcal{A} → \mathcal{B} (F); \mathcal{B} → \mathcal{A} (G).","id-ID/chapter2-unit-028.tex:551; tikzcd mandiri"
"chapter2-unit-028-d012","chapter2-unit-028.tex",12,"Diagram komutatif: X_0 → Y_0; X_0 → X_1; Y_0 → Y_1; X_1 → Y_1.","id-ID/chapter2-unit-028.tex:610; tikzcd mandiri"
"chapter2-unit-028-d013","chapter2-unit-028.tex",13,"Diagram kategori: \mathcal{A}^{\mathbf{2}} → \mathcal{A} (\mathrm{ev}_0); \mathcal{A} → \mathcal{A}^{\mathbf{2}} (H: \text{adjoin kiri}); \mathcal{A} → \mathcal{A}^{\mathbf{2}} (L_0: \text{adjoin kanan).","id-ID/chapter2-unit-028.tex:651; tikzcd mandiri"
"chapter2-unit-028-d014","chapter2-unit-028.tex",14,"Diagram kategori: \mathcal{A}^{\mathbf{2}} → \mathcal{A} . (\mathrm{ev}_1); \mathcal{A} . → \mathcal{A}^{\mathbf{2}} (L_1: \text{adjoin kiri}); \mathcal{A} . → \mathcal{A}^{\mathbf{2}} (H: \text{adjoin kanan}).","id-ID/chapter2-unit-028.tex:653; tikzcd mandiri"
"chapter2-unit-028-d015","chapter2-unit-028.tex",15,"Diagram komutatif: simpul 1-1 → X_1 (f); simpul 1-1 ↪ |[alias=NE]| I_0 (\epsilon_0); |[alias=NE]| I_0 → |[alias=SE]| 0; X_1 → |[alias=SE]| 0.","id-ID/chapter2-unit-028.tex:664; tikzcd mandiri"
"chapter2-unit-028-d016","chapter2-unit-028.tex",16,"Diagram kategori: simpul 1-1 → X_1 (f); simpul 1-1 → |[alias=NE]| I_1 (\epsilon_1 f); |[alias=NE]| I_1 → |[alias=SE]| I_1 (\identity); X_1 ↪ |[alias=SE]| I_1 (\epsilon_1).","id-ID/chapter2-unit-028.tex:669; tikzcd mandiri"
"chapter2-unit-028-d017","chapter2-unit-028.tex",17,"Diagram komutatif: X_0 → X_1 (f); X_0 ↪ I_0 \oplus I_1 ((\epsilon_0, \epsilon_1 f)); I_0 \oplus I_1 → I_1 (\text{proyeksi); X_1 ↪ I_1 (\epsilon_1).","id-ID/chapter2-unit-028.tex:680; tikzcd mandiri"
"chapter2-unit-030-d001","chapter2-unit-030.tex",1,"Diagram kategori: S_2 → S_2/S_1 (q:\text{ morfisme kuosien); S_2 → S_2/S_1 (0).","id-ID/chapter2-unit-030.tex:175; tikzcd mandiri"
"chapter2-unit-030-d002","chapter2-unit-030.tex",2,"Diagram komutatif: \Ker(g) ↪ g^{-1}(Y); g^{-1}(Y) ↠ Y (g); g^{-1}(Y) ↪ s; Y ↪ A'; Y ↪ g(s); A' → I (f'); s ↠ g(s) (g); s → I (\varphi); serta 1 panah lain.","id-ID/chapter2-unit-030.tex:284; tikzcd mandiri"
"chapter2-unit-030-d003","chapter2-unit-030.tex",3,"Diagram kategori dengan persegi bertanda \Box: \bigoplus_{Y \in \mathrm{Sub}_s} \bigoplus_{\varphi: Y \to X} Y → X; \bigoplus_{Y \in \mathrm{Sub}_s} \bigoplus_{\varphi: Y \to X} Y ↪ \bigoplus_{Y \in \mathrm{Sub}_s} \bigoplus_{\varphi: Y \to X} s; X → F_1(X) (\varphi(0, 1)_X); \bigoplus_{Y \in \math…","id-ID/chapter2-unit-030.tex:411; tikzcd mandiri"
"chapter2-unit-030-d004","chapter2-unit-030.tex",4,"Diagram komutatif: Y → \bigoplus_{Y' \in \mathrm{Sub}_s} \bigoplus_{\varphi': Y' \to F_\beta X… (\text{melalui}\; (Y, \varphi)); Y ↪ s; \bigoplus_{Y' \in \mathrm{Sub}_s} \bigoplus_{\varphi': Y' \to F_\beta X… → F_\beta X; \bigoplus_{Y' \in \mathrm{Sub}_s} \bigoplus_{\varphi': Y' \to F_\beta X… ↪ \b…","id-ID/chapter2-unit-030.tex:461; tikzcd mandiri"
"chapter2-unit-030-d005","chapter2-unit-030.tex",5,"Diagram kategori: \left[Y \cap Z, Y \right] → \mathrm{Sub}_{Y/(Y \cap Z)} (\simeq); \left[Y \cap Z, Y \right] → \left[ Z, Y+Z \right] (\sim); \left[ Z, Y+Z \right] → \mathrm{Sub}_{(Y+Z)/Z} (\simeq); \mathrm{Sub}_{Y/(Y \cap Z)} → \mathrm{Sub}_{(Y+Z)/Z} (\sim).","id-ID/chapter2-unit-030.tex:524; tikzcd mandiri"
"chapter2-unit-030-d006","chapter2-unit-030.tex",6,"Diagram kategori dengan persegi bertanda \Box: X → P (\psi'); X → Q (\phi'); P → M . (\phi); Q → M . (\psi); satu persegi diberi tanda \Box.","id-ID/chapter2-unit-030.tex:646; tikzcd mandiri"
"chapter2-unit-030-d007","chapter2-unit-030.tex",7,"Diagram komutatif: \Hom_{\mathcal{A}}(s, Y(c)) → \Hom_{\mathcal{A}^{\mathcal{C}}}(\mathcal{L}_c(s), Y) (\sim); \Hom_{\mathcal{A}}(s, X(c)) → \Hom_{\mathcal{A}^{\mathcal{C}}}(\mathcal{L}_c(s), X) . (\sim); \Hom_{\mathcal{A}}(s, X(c)) → \Hom_{\mathcal{A}}(s, Y(c)) (f(c)_*); \Hom_{\mathcal{A}^{\mathca…","id-ID/chapter2-unit-030.tex:719; tikzcd mandiri"
"chapter2-unit-030-d008","chapter2-unit-030.tex",8,"Diagram komutatif: \bigoplus_{i \in I} X_i → \prod_{i \in I} X_i (\delta); \bigoplus_{i \in F} X_i → \prod_{i \in F} X_i (\sim); \bigoplus_{i \in F} X_i ↪ \bigoplus_{i \in I} X_i; \prod_{i \in F} X_i ↪ \prod_{i \in I} X_i (\iota_F).","id-ID/chapter2-unit-030.tex:811; tikzcd mandiri"
"chapter3-unit-031-d001","chapter3-unit-031.tex",1,"Diagram kategori: 0 → X'; X' → (I')^0; (I')^0 → (I')^1; (I')^1 → (I')^2; (I')^2 → \cdots; 0 → X; X → X' (f); X → I^0; serta 6 panah lain.","id-ID/chapter3-unit-031.tex:121; tikzcd mandiri"
"chapter3-unit-032-d001","chapter3-unit-032.tex",1,"Diagram komutatif: \varinjlim \overline{\alpha} → \varinjlim T\overline{\alpha} (d); \varinjlim T\overline{\alpha} → T\varinjlim \overline{\alpha} (\sim); \overline{\alpha}(i) → \varinjlim \overline{\alpha}; \overline{\alpha}(i) → T\overline{\alpha}(i) (d_i); T\overline{\alpha}(i) → \varinjlim T\ov…","id-ID/chapter3-unit-032.tex:143; tikzcd mandiri"
"chapter3-unit-032-d002","chapter3-unit-032.tex",2,"Diagram kategori: \varinjlim \overline{\alpha} → U(L) (f); \varinjlim \overline{\alpha} → \varinjlim T\overline{\alpha} (d); \varinjlim T\overline{\alpha} → T\varinjlim \overline{\alpha} (\sim); T\varinjlim \overline{\alpha} → TU(L) (Tf); \overline{\alpha}(i) → \varinjlim \overline{\alpha}; \overli…","id-ID/chapter3-unit-032.tex:164; tikzcd mandiri"
"chapter3-unit-033-d001","chapter3-unit-033.tex",1,"Diagram kategori: \Hom^n\left( X^\bullet, Y^\bullet \right) → \Hom^{n+1}\left( X^\bullet, Y^\bullet \right) (d^n); \Hom^n\left( X^\bullet, Y^\bullet \right) → \Hom^n\left( \underline{X}^\bullet, \underline{Y}^\bullet \right) (\Hom^n(u, v)); \Hom^n\left( \underline{X}^\bullet, \underline{Y}^\bullet…","id-ID/chapter3-unit-033.tex:86; tikzcd mandiri"
"chapter3-unit-033-d002","chapter3-unit-033.tex",2,"Diagram komutatif: \cate{C}(\mathcal{A}) → \cate{C}(\mathcal{B}) (\cate{C}F); \cate{C}(\mathcal{A}) → \cate{K}(\mathcal{A}); \cate{C}(\mathcal{B}) → \cate{K}(\mathcal{B}).; \cate{K}(\mathcal{A}) → \cate{K}(\mathcal{B}). (\cate{K}F).","id-ID/chapter3-unit-033.tex:331; tikzcd mandiri; label=eqn:KF"
"chapter3-unit-033-d003","chapter3-unit-033.tex",3,"Diagram kategori: \cate{K}F: \cate{K}(\mathcal{A}) → \cate{K}(\mathcal{B}) : \cate{K}G; \cate{K}(\mathcal{B}) : \cate{K}G → \cate{K}F: \cate{K}(\mathcal{A}).","id-ID/chapter3-unit-033.tex:348; tikzcd mandiri"
"chapter3-unit-034-d001","chapter3-unit-034.tex",1,"Diagram TikZ dengan label atau simpul X^{n+1}, Y^n, X^{n+2}, Y^{n+1}, n+1, \scriptsize $Y^n$, n+2. Konteks: d^n_{\Cone(f)} & := \;\text{notasi matriks}\;","id-ID/chapter3-unit-034.tex:27; tikzpicture mandiri"
"chapter3-unit-034-d002","chapter3-unit-034.tex",2,"Diagram komutatif: X → Y (f); X → X' (\varphi); X' → Y' (f'); Y → Y' (\psi).","id-ID/chapter3-unit-034.tex:67; tikzcd mandiri"
"chapter3-unit-034-d003","chapter3-unit-034.tex",3,"Diagram kategori: \Hom\left( \Cone(f), T \right) ⇒ \left\{ (u, h): u \in \Hom(Y,T), \; h: \text{homotopi dari $uf$ ke $0$}… (1:1); \Hom\left( T, \Cone(f)[-1] \right) ⇒ \left\{ (v, k): v \in \Hom(T,X), \; k: \text{homotopi dari $fv$ ke $0$}… (1:1).","id-ID/chapter3-unit-034.tex:119; tikzcd mandiri"
"chapter3-unit-034-d004","chapter3-unit-034.tex",4,"Diagram kategori: X[1] → \Cone(\alpha(f)) (\phi); \Cone(\alpha(f)) → X[1] (\psi).","id-ID/chapter3-unit-034.tex:286; tikzcd mandiri"
"chapter3-unit-034-d005","chapter3-unit-034.tex",5,"Diagram komutatif: \Cone(f) → \Cone(f) (\identity_{\Cone(f)}); \Cone(f) → X[1] }""] (\beta(f)); X[1] }""] → \Cone(\alpha(f)) (\phi); X[1] }""] → Y[1] }}""]; Y[1] }}""] → Y[1]; \Cone(f) → \Cone(\alpha(f)) (\alpha(\alpha(f))); \Cone(\alpha(f)) → Y[1] (\beta(\alpha(f))).","id-ID/chapter3-unit-034.tex:290; tikzcd mandiri"
"chapter3-unit-034-d006","chapter3-unit-034.tex",6,"Diagram kategori: Y → \Cyl(f) (\phi); \Cyl(f) → Y (\psi).","id-ID/chapter3-unit-034.tex:372; tikzcd mandiri"
"chapter3-unit-034-d007","chapter3-unit-034.tex",7,"Diagram komutatif: X → X (\identity_X); X → Y (f); Y → \Cyl(f) (\phi); Y → \Cone(f) (\alpha(f)); \Cone(f) → \Cone(f) (\identity_{\Cone(f)}); X → \Cyl(f); \Cyl(f) → \Cone(f).","id-ID/chapter3-unit-034.tex:376; tikzcd mandiri"
"chapter3-unit-035-d001","chapter3-unit-035.tex",1,"Diagram kategori: s_{1,X}^n : \sigma(X{[1]})^n = X^{1-n} → X^{1-n} = (\sigma X){[-1]}^n . (\sim).","id-ID/chapter3-unit-035.tex:58; tikzcd mandiri; label=eqn:sigma-s"
"chapter3-unit-035-d002","chapter3-unit-035.tex",2,"Diagram kategori: \sigma\left( X{[1]} \right) → \sigma\left(\Cone(f)\right) (\sigma(\beta(f))); \sigma\left( X{[1]} \right) → (\sigma X){[-1]} }""' inner sep=0.6em] (s_{1,X}); \sigma\left(\Cone(f)\right) → \sigma Y (\sigma(\alpha(f))); \sigma\left(\Cone(f)\right) → \Cone(\sigma(f)){[-1]} }""' inner s…","id-ID/chapter3-unit-035.tex:137; tikzcd mandiri"
"chapter3-unit-035-d003","chapter3-unit-035.tex",3,"Diagram kategori: (\sigma Y)^n → (\sigma(X[1]))^{n+1}; (\sigma(X[1]))^{n+1} → (\sigma X)[-1]^{n+1} (\sim); Y^{-n} → (\sigma Y)^n; Y^{-n} → X^{-n} ((f^{-n})^{\opp}); X^{-n} → (\sigma(X[1]))^{n+1}; X^{-n} → X^{-n} (s_{1, X}^{n+1} = (-1)^n); X^{-n} → (\sigma X)[-1]^{n+1}.","id-ID/chapter3-unit-035.tex:169; tikzcd mandiri"
"chapter3-unit-036-d001","chapter3-unit-036.tex",1,"Diagram kategori: \cdots → X^{p, q+1}; X^{p, q+1} → X^{p+1, q+1}; X^{p, q+1} → \vdots; X^{p+1, q+1} → \cdots; X^{p+1, q+1} → \vdots; \cdots → X^{p, q}; X^{p, q} → X^{p+1, q} (\dhori^{p,q}); X^{p, q} → X^{p, q+1} (\dvert^{p,q}); serta 4 panah lain.","id-ID/chapter3-unit-036.tex:57; tikzcd mandiri"
"chapter3-unit-036-d002","chapter3-unit-036.tex",2,"Diagram kategori: (F_{\mathrm{II}} X)^q → simpul di atas (d^q_{F_{\mathrm{II}} X}); \cdots → X^{p,q}; X^{p,q} → \cdots (\dhori^{p,q}); X^{p,q} → {} (\dvert^{p,q}); \vdots → (F_{\mathrm{II}} X)^q; {} → X^{p,q}; \cdots → (F_{\mathrm{I}} X)^p; (F_{\mathrm{I}} X)^p → \cdots (d^p_{F_{\mathrm{I}} X}).","id-ID/chapter3-unit-036.tex:87; tikzcd mandiri; label=eqn:bicplx-diagram"
"chapter3-unit-036-d003","chapter3-unit-036.tex",3,"Diagram kategori: X^{p,q} → X^{p,q} ((-1)^{pq} \identity); X^{p,q} → X^{p+1, q} \oplus X^{p, q+1} ( (\dhori, (-1)^p \dvert) ); X^{p+1, q} \oplus X^{p, q+1} → X^{p+1, q} \oplus X^{p, q+1} (((-1)^{(p+1)q} \identity, (-1)^{p(q+1)} \i…); X^{p,q} → X^{p+1, q} \oplus X^{p, q+1} (((-1)^q \dhori, \dvert)).","id-ID/chapter3-unit-036.tex:178; tikzcd mandiri"
"chapter3-unit-036-d004","chapter3-unit-036.tex",4,"Diagram kategori: \tot_{\oplus} \left( X[1]_{\mathrm{I}}[1]_{\mathrm{II}}\right) _{\mathr… → \tot_{\oplus}\left(X[1]_{\mathrm{II}}\right)[1] }""]; \tot_{\oplus} \left( X[1]_{\mathrm{I}}[1]_{\mathrm{II}}\right) _{\mathr… → \tot_{\oplus} \left( X[1]_{\mathrm{I}}\right)[1] }""' inner sep=0.6em]; \tot_{\…","id-ID/chapter3-unit-036.tex:257; tikzcd mandiri"
"chapter3-unit-036-d005","chapter3-unit-036.tex",5,"Diagram komutatif: \tot_{\oplus} \left( X[1]_{\mathrm{I}}[1]_{\mathrm{II}} \right) _{\math… → \tot_{\oplus}(X)[2] }""] (\text{$\theta$ lalu $\theta'$); \tot_{\oplus} \left( X[1]_{\mathrm{I}}[1]_{\mathrm{II}} \right) _{\math… → \tot_{\oplus}\left( \mathrm{swap}(X)[1]_{\mathrm{I}}[1]_{\mathrm{II}} \…;…","id-ID/chapter3-unit-036.tex:263; tikzcd mandiri"
"chapter3-unit-036-d006","chapter3-unit-036.tex",6,"Diagram komutatif: X^{p+1, q+1} → X^{p+1, q+1} ((-1)^p \identity); X^{p+1, q+1} → X^{p+1, q+1} (\identity); X^{p+1, q+1} → X^{p+1, q+1} ((-1)^{p+1} \identity).","id-ID/chapter3-unit-036.tex:280; tikzcd mandiri"
"chapter3-unit-036-d007","chapter3-unit-036.tex",7,"Diagram kategori: \cate{C}^2 F: \cate{C}(\mathcal{A}_1) \times \cate{C}(\mathcal{A}_2) → \cate{C}^2(\mathcal{B}); (X, Y) → (F(X, Y))^{p, q} := F(X^p, Y^q).","id-ID/chapter3-unit-036.tex:332; tikzcd mandiri"
"chapter3-unit-036-d008","chapter3-unit-036.tex",8,"Diagram kategori: X^{p,q} → Y^{p-1, q} (h^{p,q}); X^{p,q} → Y^{p, q-1} (k^{p, q}).","id-ID/chapter3-unit-036.tex:366; tikzcd mandiri"
"chapter3-unit-036-d009","chapter3-unit-036.tex",9,"Diagram kategori: \cate{C}(\mathcal{A})^{\opp} \times \cate{C}(\mathcal{A}) → \cate{C}(\mathcal{A}) \times \cate{C}(\mathcal{A})^{\opp} (\simeq); \cate{C}(\mathcal{A})^{\opp} \times \cate{C}(\mathcal{A}) → \cate{C}(\mathcal{A}^{\opp}) \times \cate{C}(\mathcal{A}) ((\sigma^{-1}, \identity)); \cate{C…","id-ID/chapter3-unit-036.tex:464; tikzcd mandiri"
"chapter3-unit-036-d010","chapter3-unit-036.tex",10,"Diagram kategori: \Hom^{p-1, q}(X, Y) → \Hom^{p, q}(X, Y) (\dhori^{p-1, q}); \Hom^{p, q-1}(X, Y) . → \Hom^{p, q}(X, Y) ((-1)^p \dvert^{p, q-1}).","id-ID/chapter3-unit-036.tex:496; tikzcd mandiri"
"chapter3-unit-037-d001","chapter3-unit-037.tex",1,"Diagram komutatif: \Ker(d_X^n) ↠ \Hm^n(X); \Ker(d_X^n) → \Ker(d_Y^n) (\text{diinduksi oleh $f$); \Hm^n(X) ↪ \Coker(d_X^{n-1}); \Hm^n(X) → \Hm^n(Y) (\Hm^n(f)); \Coker(d_X^{n-1}) → \Coker(d_Y^{n-1}) . (\text{diinduksi oleh $f$); \Ker(d_Y^n) ↠ \Hm^n(Y); \Hm^n(Y) ↪ \Coker(d_Y^{n-1}) ..","id-ID/chapter3-unit-037.tex:109; tikzcd mandiri; label=eqn:induced-morphism-cohomology"
"chapter3-unit-037-d002","chapter3-unit-037.tex",2,"Diagram eksak: \cdots → \Hm^{n-1}(Y); \Hm^{n-1}(Y) → \Hm^{n-1}(Z) \tikztostart.east) |- (A) [near end]\tikztonodes -| ([xshi… (\Hm^{n-1}(g)); \Hm^{n-1}(Z) \tikztostart.east) |- (A) [near end]\tikztonodes -| ([xshi… → \Hm^n(X) (\delta^{n-1}); \Hm^n(X) → \Hm^n(Y) (\Hm^n(f)); \Hm^n(Y) → \Hm^n(Z) \tikz…","id-ID/chapter3-unit-037.tex:150; tikzcd mandiri"
"chapter3-unit-037-d003","chapter3-unit-037.tex",3,"Diagram komutatif: 0 → X; X → Y; X → \underline{X}; Y → Z; Y → \underline{Y}; Z → \underline{Z}; Z → 0; 0 → \underline{X}; serta 3 panah lain.","id-ID/chapter3-unit-037.tex:167; tikzcd mandiri"
"chapter3-unit-037-d004","chapter3-unit-037.tex",4,"Diagram komutatif: \cdots → \Hm^n(X); \Hm^n(X) → \Hm^n(\underline{X}); \Hm^n(X) → \Hm^n(Y); \Hm^n(Y) → \Hm^n(Z); \Hm^n(Y) → \Hm^n(\underline{Y}); \Hm^n(Z) → \Hm^{n+1}(X); \Hm^n(Z) → \Hm^n(\underline{Z}); \Hm^{n+1}(X) → \cdots; serta 6 panah lain.","id-ID/chapter3-unit-037.tex:173; tikzcd mandiri"
"chapter3-unit-037-d005","chapter3-unit-037.tex",5,"Diagram kategori: 0 → X^{n-1}; X^{n-1} → Y^{n-1}; X^{n-1} → X^n; Y^{n-1} → Z^{n-1}; Y^{n-1} → Y^n; Z^{n-1} → 0; Z^{n-1} → Z^n; 0 → X^n; serta 3 panah lain.","id-ID/chapter3-unit-037.tex:186; tikzcd mandiri"
"chapter3-unit-037-d006","chapter3-unit-037.tex",6,"Diagram komutatif: \Coker(d_X^{n-2}) → \Coker(d_Y^{n-2}); \Coker(d_X^{n-2}) → \Ker(d_X^n); \Coker(d_Y^{n-2}) → \Coker(d_Z^{n-2}); \Coker(d_Y^{n-2}) → \Ker(d_Y^n); \Coker(d_Z^{n-2}) → \Ker(d_Z^n); \Coker(d_Z^{n-2}) → 0; 0 → \Ker(d_X^n); \Ker(d_X^n) → \Ker(d_Y^n); serta 1 panah lain.","id-ID/chapter3-unit-037.tex:200; tikzcd mandiri; label=eqn:long-exact-sequence-ses-aux"
"chapter3-unit-038-d001","chapter3-unit-038.tex",1,"Diagram komutatif: 0 → X; X → X (\identity_X); X → 0; X → Y (f); 0 → 0; 0 → Z; Y → Z (g); Z → 0.","id-ID/chapter3-unit-038.tex:82; tikzcd mandiri"
"chapter3-unit-038-d002","chapter3-unit-038.tex",2,"Diagram komutatif: 0 → X; X → 0; X → Y (f); Y → Z (g); Z → Z (\identity_Z); Z → 0; 0 → 0; 0 → Z.","id-ID/chapter3-unit-038.tex:85; tikzcd mandiri"
"chapter3-unit-038-d003","chapter3-unit-038.tex",3,"Diagram kategori: 0 → \Cone\left( \identity_X \right); \Cone\left( \identity_X \right) → \Cone\left( X \xrightarrow{f} Y \right); \Cone\left( X \xrightarrow{f} Y \right) → \Cone\left( 0 \to Z \right); \Cone\left( 0 \to Z \right) → 0; 0 → \Cone(X \to 0); \Cone(X \to 0) → \Cone\left( Y \xrightarrow{g…","id-ID/chapter3-unit-038.tex:93; tikzcd mandiri; label=eqn:cone-qis-aux"
"chapter3-unit-038-d004","chapter3-unit-038.tex",4,"Diagram kategori: \& Z [rd, ""\alpha(g)"" description, ""{\bigl(\begin{smallmatrix} 0 → \& Z [rd, ""\alpha(g)"" description, ""{\bigl(\begin{smallmatrix} 0; \Cone(f) \& \& \Cone(g) → simpul di kanan-atas (\Phi); \Cone(f) \& \& \Cone(g) → simpul di kanan-bawah (\beta(f)); \& X[1] → simpul di kanan-atas (\…","id-ID/chapter3-unit-038.tex:122; tikzcd mandiri"
"chapter3-unit-038-d005","chapter3-unit-038.tex",5,"Diagram kategori: \cdots → \Hm^{n-1}(Y); \Hm^{n-1}(Y) → \Hm^{n-1}(Z) \tikztostart.east) |- (A) [near end]\tikztonodes -| ([xshi…; \Hm^{n-1}(Z) \tikztostart.east) |- (A) [near end]\tikztonodes -| ([xshi… → \Hm^n(X); \Hm^n(X) → \Hm^n(Y); \Hm^n(Y) → \Hm^n(Z) \tikztostart.east) |- (B) [near end]\tikzto…","id-ID/chapter3-unit-038.tex:165; tikzcd mandiri"
"chapter3-unit-038-d006","chapter3-unit-038.tex",6,"Diagram eksak: \cdots → \Hm^n(Y); \Hm^n(Y) → \Hm^n(Z) (\Hm^n(g)); \Hm^n(Z) → \Hm^{n+1}(X) (\delta^n); \Hm^{n+1}(X) → \Hm^{n+1}(Y) (\Hm^{n+1}(f)); \Hm^{n+1}(Y) → \cdots.","id-ID/chapter3-unit-038.tex:184; tikzcd mandiri"
"chapter3-unit-038-d007","chapter3-unit-038.tex",7,"Diagram komutatif: \cdots → \Hm^n(Y); \Hm^n(Y) → \Hm^n\left( \Cone(f) \right) (\Hm^n(\alpha(f))); \Hm^n(Y) → \Hm^n(Y); \Hm^n\left( \Cone(f) \right) → \Hm^n(X[1]) (\Hm^n(\beta(f))); \Hm^n\left( \Cone(f) \right) → \Hm^n(Z) (\Hm^n(\Phi)); \Hm^n(X[1]) → \Hm^{n+1}(Y); \Hm^n(X[1]) → \Hm^{n+1}(X); \Hm^{n+…","id-ID/chapter3-unit-038.tex:192; tikzcd mandiri"
